Date,dxy_index
2020-04-06,100.69000244140625
2020-04-13,99.3499984741211
2020-04-20,99.95999908447266
2020-04-27,100.04000091552734
2020-05-04,99.4800033569336
2020-05-11,100.23999786376953
2020-05-18,99.66999816894531
2020-05-25,99.86000061035156
2020-06-01,97.83000183105469
2020-06-08,96.62000274658203
2020-06-15,96.68000030517578
2020-06-22,97.04000091552734
2020-06-29,97.54000091552734
2020-07-06,96.79000091552734
2020-07-13,96.45999908447266
2020-07-20,95.83000183105469
2020-07-27,93.66999816894531
2020-08-03,93.5
2020-08-10,93.58000183105469
2020-08-17,92.8499984741211
2020-08-24,93.30000305175781
2020-08-31,92.13999938964844
2020-09-07,92.72000122070312
2020-09-14,93.06999969482422
2020-09-21,93.54000091552734
2020-09-28,94.26000213623047
2020-10-05,93.51000213623047
2020-10-12,93.06999969482422
2020-10-19,93.43000030517578
2020-10-26,93.05000305175781
2020-11-02,94.05000305175781
2020-11-09,92.7300033569336
2020-11-16,92.56999969482422
2020-11-23,92.51000213623047
2020-11-30,91.87000274658203
2020-12-07,90.79000091552734
2020-12-14,90.70999908447266
2020-12-21,90.04000091552734
2020-12-28,90.33999633789062
2021-01-04,89.87999725341797
2021-01-11,90.54000091552734
2021-01-18,90.77999877929688
2021-01-25,90.38999938964844
2021-02-01,91.0199966430664
2021-02-08,90.93000030517578
2021-02-15,90.4800033569336
2021-02-22,90.01000213623047
2021-03-01,91.04000091552734
2021-03-08,92.30999755859375
2021-03-15,91.83000183105469
2021-03-22,91.80000305175781
2021-03-29,92.94000244140625
2021-04-05,92.5999984741211
2021-04-12,92.13999938964844
2021-04-19,91.06999969482422
2021-04-26,90.80999755859375
2021-05-03,90.94999694824219
2021-05-10,90.20999908447266
2021-05-17,90.22000122070312
2021-05-24,89.83000183105469
2021-05-31,90.02999877929688
2021-06-07,89.94999694824219
2021-06-14,90.5199966430664
2021-06-21,91.86000061035156
2021-06-28,91.87999725341797
2021-07-05,92.2300033569336
2021-07-12,92.2300033569336
2021-07-19,92.88999938964844
2021-07-26,92.6500015258789
2021-08-02,92.05000305175781
2021-08-09,92.94999694824219
2021-08-16,92.62999725341797
2021-08-23,92.95999908447266
2021-08-30,92.6500015258789
2021-09-06,92.04000091552734
2021-09-13,92.62000274658203
2021-09-20,93.23999786376953
2021-09-27,93.37999725341797
2021-10-04,93.80999755859375
2021-10-11,94.31999969482422
2021-10-18,93.94999694824219
2021-10-25,93.80999755859375
2021-11-01,93.87999725341797
2021-11-08,94.05000305175781
2021-11-15,95.41000366210938
2021-11-22,96.5
2021-11-29,96.33999633789062
2021-12-06,96.29000091552734
2021-12-13,96.31999969482422
2021-12-20,96.55000305175781
2021-12-27,96.08999633789062
2022-01-03,96.23999786376953
2022-01-10,95.98999786376953
2022-01-17,95.16999816894531
2022-01-24,95.91999816894531
2022-01-31,96.54000091552734
2022-02-07,95.4000015258789
2022-02-14,96.37000274658203
2022-02-21,96.04000091552734
2022-02-28,96.70999908447266
2022-03-07,99.29000091552734
2022-03-14,99.05999755859375
2022-03-21,98.5
2022-03-28,99.08999633789062
2022-04-04,98.98999786376953
2022-04-11,99.93000030517578
2022-04-18,100.77999877929688
2022-04-25,101.75
2022-05-02,103.73999786376953
2022-05-09,103.6500015258789
2022-05-16,104.19000244140625
2022-05-23,102.08000183105469
2022-05-30,101.66999816894531
2022-06-06,102.44000244140625
2022-06-13,105.08000183105469
2022-06-20,104.69999694824219
2022-06-27,103.94000244140625
2022-07-04,105.13999938964844
2022-07-11,108.0199966430664
2022-07-18,107.37000274658203
2022-07-25,106.4800033569336
2022-08-01,105.44999694824219
2022-08-08,106.44000244140625
2022-08-15,106.55000305175781
2022-08-22,109.05000305175781
2022-08-29,108.83999633789062
2022-09-05,109.52999877929688
2022-09-12,108.33000183105469
2022-09-19,109.73999786376953
2022-09-26,114.0999984741211
2022-10-03,111.75
2022-10-10,113.13999938964844
2022-10-17,112.04000091552734
2022-10-24,111.98999786376953
2022-10-31,111.52999877929688
2022-11-07,110.12000274658203
2022-11-14,106.66000366210938
2022-11-21,107.83999633789062
2022-11-28,106.68000030517578
2022-12-05,105.29000091552734
2022-12-12,105.12999725341797
2022-12-19,104.72000122070312
2022-12-26,104.30999755859375
2023-01-02,103.5199966430664
2023-01-09,103.0
2023-01-16,102.19999694824219
2023-01-23,102.13999938964844
2023-01-30,102.27999877929688
2023-02-06,103.62000274658203
2023-02-13,103.3499984741211
2023-02-20,103.86000061035156
2023-02-27,104.66999816894531
2023-03-06,104.3499984741211
2023-03-13,103.5999984741211
2023-03-20,103.27999877929688
2023-03-27,102.86000061035156
2023-04-03,102.08999633789062
2023-04-10,102.58000183105469
2023-04-17,102.0999984741211
2023-04-24,101.3499984741211
2023-05-01,102.1500015258789
2023-05-08,101.37000274658203
2023-05-15,102.43000030517578
2023-05-22,103.19999694824219
2023-05-29,104.20999908447266
2023-06-05,104.0
2023-06-12,103.62999725341797
2023-06-19,102.30000305175781
2023-06-26,102.69000244140625
2023-07-03,102.98999786376953
2023-07-10,101.97000122070312
2023-07-17,99.83999633789062
2023-07-24,101.3499984741211
2023-07-31,101.86000061035156
2023-08-07,102.05000305175781
2023-08-14,103.19000244140625
2023-08-21,103.33000183105469
2023-08-28,104.05999755859375
2023-09-04,104.23999786376953
2023-09-11,104.56999969482422
2023-09-18,105.19999694824219
2023-09-25,106.0
2023-10-02,106.9000015258789
2023-10-09,106.08000183105469
2023-10-16,106.23999786376953
2023-10-23,105.54000091552734
2023-10-30,106.12000274658203
2023-11-06,105.22000122070312
2023-11-13,105.66000366210938
2023-11-20,103.47000122070312
2023-11-27,103.19999694824219
2023-12-04,103.63999938964844
2023-12-11,104.0999984741211
2023-12-18,102.51000213623047
2023-12-25,101.69999694824219
2024-01-01,101.33000183105469
2024-01-08,102.20999908447266
2024-01-15,102.4000015258789
2024-01-22,103.33000183105469
2024-01-29,103.61000061035156
2024-02-05,104.44999694824219
2024-02-12,104.16999816894531
2024-02-19,104.30000305175781
2024-02-26,103.83000183105469
2024-03-04,103.83000183105469
2024-03-11,102.87000274658203
2024-03-18,103.58000183105469
2024-03-25,104.2300033569336
2024-04-01,105.0199966430664
2024-04-08,104.13999938964844
2024-04-15,106.20999908447266
2024-04-22,106.08000183105469
2024-04-29,105.58000183105469
2024-05-06,105.05000305175781
2024-05-13,105.22000122070312
2024-05-20,104.56999969482422
2024-05-27,104.72000122070312
2024-06-03,104.13999938964844
2024-06-10,105.1500015258789
2024-06-17,105.31999969482422
2024-06-24,105.47000122070312
2024-07-01,105.9000015258789
2024-07-08,105.01000213623047
2024-07-15,104.19000244140625
2024-07-22,104.30999755859375
2024-07-29,104.55999755859375
2024-08-05,102.69000244140625
2024-08-12,103.13999938964844
2024-08-19,101.88999938964844
2024-08-26,100.8499984741211
2024-09-02,101.69999694824219
2024-09-09,101.55000305175781
2024-09-16,100.76000213623047
2024-09-23,100.91999816894531
2024-09-30,100.77999877929688
2024-10-07,102.54000091552734
2024-10-14,103.30000305175781
2024-10-21,104.01000213623047
2024-10-28,104.31999969482422
2024-11-04,103.88999938964844
2024-11-11,105.54000091552734
2024-11-18,106.27999877929688
2024-11-25,106.81999969482422
2024-12-02,106.44999694824219
2024-12-09,106.1500015258789
2024-12-16,106.86000061035156
2024-12-23,108.04000091552734
2024-12-30,108.12999725341797
2025-01-06,108.26000213623047
2025-01-13,109.95999908447266
2025-01-20,109.3499984741211
2025-01-27,107.33999633789062
2025-02-03,108.98999786376953
2025-02-10,108.31999969482422
2025-02-17,106.56999969482422
2025-02-24,106.5999984741211
2025-03-03,106.75
2025-03-10,103.91000366210938
2025-03-17,103.37000274658203
2025-03-24,104.26000213623047
2025-03-31,104.20999908447266
2025-04-07,102.89299774169922
