"timestamp","usd_hashprice","btc_hashprice"
"2021-04-13","373.78","0.00601169"
"2021-04-12","352.67","0.00586925"
"2021-04-11","351.36","0.00587792"
"2021-04-10","358.00","0.00598082"
"2021-04-09","356.29","0.00612099"
"2021-04-08","341.80","0.00597782"
"2021-04-07","344.36","0.00604348"
"2021-04-06","353.51","0.00604685"
"2021-04-05","341.38","0.00587599"
"2021-04-04","340.14","0.00589289"
"2021-04-03","353.70","0.00600160"
"2021-04-02","356.88","0.00602132"
"2021-04-01","371.29","0.00630601"
"2021-03-31","374.13","0.00637263"
"2021-03-30","368.26","0.00631115"
"2021-03-29","349.23","0.00613549"
"2021-03-28","340.93","0.00610657"
"2021-03-27","342.31","0.00620339"
"2021-03-25","333.58","0.00626589"
"2021-03-25","327.31","0.00627964"
"2021-03-24","343.10","0.00622271"
"2021-03-23","340.95","0.00623286"
"2021-03-22","350.15","0.00616646"
"2021-03-21","353.57","0.00616884"
"2021-03-20","374.44","0.00637000"
"2021-03-19","385.63","0.00661705"
"2021-03-18","392.46","0.00671189"
"2021-03-17","366.66","0.00652867"
"2021-03-16","365.40","0.00660265"
"2021-03-15","369.68","0.00642872"
"2021-03-14","395.06","0.00653374"
"2021-03-13","386.87","0.00658049"
"2021-03-12","376.51","0.00662521"
"2021-03-11","371.62","0.00660301"
"2021-03-10","362.60","0.00654809"
"2021-03-09","351.81","0.00651755"
"2021-03-08","321.04","0.00631964"
"2021-03-07","318.14","0.00633492"
"2021-03-06","313.06","0.00647125"
"2021-03-05","311.94","0.00653730"
"2021-03-04","327.58","0.00663079"
"2021-03-03","330.91","0.00656229"
"2021-03-02","325.12","0.00668685"
"2021-03-01","307.20","0.00644640"
"2021-02-28","286.99","0.00640303"
"2021-02-27","308.57","0.00654683"
"2021-02-26","316.92","0.00679208"
"2021-02-25","336.74","0.00673625"
"2021-02-24","348.43","0.00699616"
"2021-02-23","338.43","0.00691444"
"2021-02-22","358.92","0.00656198"
"2021-02-21","378.19","0.00663132"
"2021-02-20","381.73","0.00678454"
"2021-02-19","363.16","0.00684315"
"2021-02-18","356.22","0.00686408"
"2021-02-17","344.42","0.00676497"
"2021-02-16","326.90","0.00669226"
"2021-02-15","315.42","0.00658979"
"2021-02-14","319.57","0.00657566"
"2021-02-13","330.45","0.00698750"
"2021-02-12","343.88","0.00722332"
"2021-02-11","327.53","0.00707665"
"2021-02-10","321.67","0.00702217"
"2021-02-09","326.46","0.00699331"
"2021-02-08","265.11","0.00643083"
"2021-02-07","249.82","0.00645266"
"2021-02-06","266.24","0.00668752"
"2021-02-05","259.60","0.00689954"
"2021-02-04","264.11","0.00703607"
"2021-02-03","251.35","0.00687255"
"2021-02-02","244.40","0.00703987"
"2021-02-01","229.95","0.00682117"
"2021-01-31","229.92","0.00687206"
"2021-01-30","241.63","0.00709444"
"2021-01-29","240.07","0.00684624"
"2021-01-28","209.71","0.00659754"
"2021-01-27","204.66","0.00657131"
"2021-01-26","211.47","0.00660885"
"2021-01-25","219.12","0.00656844"
"2021-01-24","206.54","0.00640804"
"2021-01-23","219.07","0.00676990"
"2021-01-22","221.20","0.00694390"
"2021-01-21","226.54","0.00687823"
"2021-01-20","237.12","0.00674521"
"2021-01-19","247.34","0.00671050"
"2021-01-18","236.58","0.00656338"
"2021-01-17","237.74","0.00666845"
"2021-01-16","252.19","0.00684416"
"2021-01-15","265.83","0.00709452"
"2021-01-14","268.28","0.00696607"
"2021-01-13","245.41","0.00707996"
"2021-01-12","248.70","0.00713852"
"2021-01-11","231.13","0.00674508"
"2021-01-10","267.81","0.00673785"
"2021-01-09","302.10","0.00747949"
"2021-01-08","304.36","0.00764383"
"2021-01-07","286.54","0.00752645"
"2021-01-06","263.97","0.00756264"
"2021-01-05","242.15","0.00750301"
"2021-01-04","234.03","0.00734551"
"2021-01-03","248.09","0.00740964"
"2021-01-02","220.22","0.00715718"
"2021-01-01","213.02","0.00727346"
"2020-12-31","218.64","0.00757048"
"2020-12-30","207.79","0.00738398"
"2020-12-29","200.86","0.00753124"
"2020-12-28","199.54","0.00739957"
"2020-12-27","198.35","0.00733401"
"2020-12-26","184.44","0.00730016"
"2020-12-25","182.96","0.00761769"
"2020-12-24","177.69","0.00765225"
"2020-12-23","182.46","0.00775365"
"2020-12-22","179.27","0.00776118"
"2020-12-21","175.35","0.00754105"
"2020-12-20","172.71","0.00731907"
"2020-12-19","182.37","0.00780837"
"2020-12-18","186.05","0.00813022"
"2020-12-17","174.04","0.00768922"
"2020-12-16","145.80","0.00726145"
"2020-12-15","139.74","0.00722066"
"2020-12-14","135.25","0.00705770"
"2020-12-13","131.76","0.00689312"
"2020-12-12","130.58","0.00706874"
"2020-12-11","127.28","0.00709552"
"2020-12-10","130.69","0.00714058"
"2020-12-09","130.06","0.00711996"
"2020-12-08","134.41","0.00709541"
"2020-12-07","132.94","0.00692292"
"2020-12-06","134.93","0.00704539"
"2020-12-05","136.95","0.00720773"
"2020-12-04","142.99","0.00747678"
"2020-12-03","145.05","0.00752226"
"2020-12-02","144.84","0.00764198"
"2020-12-01","142.94","0.00742064"
"2020-11-30","131.47","0.00694956"
"2020-11-29","130.13","0.00723485"
"2020-11-28","132.68","0.00766465"
"2020-11-27","133.55","0.00786142"
"2020-11-26","136.91","0.00787298"
"2020-11-25","150.52","0.00789827"
"2020-11-24","145.84","0.00772955"
"2020-11-23","137.27","0.00744033"
"2020-11-22","136.09","0.00738262"
"2020-11-21","141.88","0.00758085"
"2020-11-20","142.15","0.00775305"
"2020-11-19","140.78","0.00788853"
"2020-11-18","140.04","0.00782920"
"2020-11-17","133.11","0.00779167"
"2020-11-16","127.76","0.00780479"
"2020-11-15","126.24","0.00789131"
"2020-11-14","131.58","0.00820737"
"2020-11-13","134.71","0.00826932"
"2020-11-12","132.26","0.00830501"
"2020-11-11","135.18","0.00867011"
"2020-11-10","131.15","0.00855771"
"2020-11-09","128.17","0.00833355"
"2020-11-08","128.43","0.00845018"
"2020-11-07","137.18","0.00893485"
"2020-11-06","150.39","0.00965144"
"2020-11-05","135.69","0.00920828"
"2020-11-04","130.75","0.00940833"
"2020-11-03","129.20","0.00948429"
"2020-11-02","107.08","0.00787569"
"2020-11-01","113.12","0.00821534"
"2020-10-31","120.70","0.00878469"
"2020-10-30","116.58","0.00867610"
"2020-10-29","114.12","0.00856004"
"2020-10-28","111.70","0.00830930"
"2020-10-27","101.75","0.00760716"
"2020-10-26","90.44","0.00691997"
"2020-10-25","89.99","0.00689228"
"2020-10-24","92.77","0.00712071"
"2020-10-23","96.55","0.00746454"
"2020-10-22","95.62","0.00739205"
"2020-10-21","87.28","0.00700298"
"2020-10-20","79.56","0.00671585"
"2020-10-19","76.77","0.00662768"
"2020-10-18","74.73","0.00653715"
"2020-10-17","76.59","0.00675139"
"2020-10-16","79.50","0.00699472"
"2020-10-15","80.81","0.00707932"
"2020-10-14","79.50","0.00696941"
"2020-10-13","80.50","0.00702957"
"2020-10-12","79.53","0.00694791"
"2020-10-11","79.08","0.00696011"
"2020-10-10","81.92","0.00722651"
"2020-10-09","80.62","0.00733965"
"2020-10-08","76.56","0.00713230"
"2020-10-07","78.48","0.00739009"
"2020-10-06","78.83","0.00736770"
"2020-10-05","74.84","0.00699058"
"2020-10-04","73.47","0.00692706"
"2020-10-03","75.95","0.00719833"
"2020-10-02","78.15","0.00742271"
"2020-10-01","77.82","0.00723523"
"2020-09-30","76.42","0.00711411"
"2020-09-29","75.76","0.00706091"
"2020-09-28","74.19","0.00681934"
"2020-09-27","72.50","0.00676354"
"2020-09-26","74.25","0.00692856"
"2020-09-25","75.15","0.00704191"
"2020-09-24","74.79","0.00716130"
"2020-09-23","74.95","0.00718387"
"2020-09-22","73.69","0.00703881"
"2020-09-21","72.73","0.00681168"
"2020-09-20","75.09","0.00687780"
"2020-09-19","85.30","0.00774522"
"2020-09-18","84.01","0.00769023"
"2020-09-17","84.49","0.00775626"
"2020-09-16","85.12","0.00781225"
"2020-09-15","84.20","0.00781487"
"2020-09-14","80.69","0.00767628"
"2020-09-13","78.74","0.00757426"
"2020-09-12","81.29","0.00783721"
"2020-09-11","82.80","0.00803652"
"2020-09-10","83.44","0.00807031"
"2020-09-09","80.02","0.00785572"
"2020-09-08","79.89","0.00787287"
"2020-09-07","79.15","0.00778940"
"2020-09-06","80.40","0.00788148"
"2020-09-05","85.83","0.00835677"
"2020-09-04","87.57","0.00842470"
"2020-09-03","91.50","0.00828869"
"2020-09-02","93.53","0.00807889"
"2020-09-01","95.60","0.00805070"
"2020-08-31","90.14","0.00771477"
"2020-08-30","89.58","0.00771683"
"2020-08-29","89.25","0.00775648"
"2020-08-28","92.48","0.00808263"
"2020-08-27","92.45","0.00814811"
"2020-08-26","91.24","0.00799980"
"2020-08-25","90.16","0.00783406"
"2020-08-24","90.98","0.00775346"
"2020-08-23","92.85","0.00798877"
"2020-08-22","98.43","0.00851521"
"2020-08-21","98.79","0.00841163"
"2020-08-20","100.79","0.00854245"
"2020-08-19","103.02","0.00873263"
"2020-08-18","103.22","0.00848692"
"2020-08-17","96.17","0.00797528"
"2020-08-16","93.69","0.00790476"
"2020-08-15","95.82","0.00806674"
"2020-08-14","96.88","0.00824086"
"2020-08-13","96.03","0.00831379"
"2020-08-12","97.16","0.00847576"
"2020-08-11","100.25","0.00861758"
"2020-08-10","96.83","0.00813772"
"2020-08-09","93.84","0.00803836"
"2020-08-08","97.57","0.00835002"
"2020-08-07","102.42","0.00874054"
"2020-08-06","104.84","0.00891708"
"2020-08-05","97.20","0.00847591"
"2020-08-04","94.20","0.00837718"
"2020-08-03","93.95","0.00834661"
"2020-08-02","96.58","0.00852028"
"2020-08-01","100.94","0.00869486"
"2020-07-31","100.41","0.00896880"
"2020-07-30","99.09","0.00898061"
"2020-07-29","98.62","0.00888842"
"2020-07-28","96.22","0.00875944"
"2020-07-27","83.18","0.00796716"
"2020-07-26","77.75","0.00790614"
"2020-07-25","77.02","0.00800578"
"2020-07-24","79.46","0.00831381"
"2020-07-23","79.88","0.00837205"
"2020-07-22","78.03","0.00833220"
"2020-07-21","75.06","0.00806303"
"2020-07-20","70.62","0.00769397"
"2020-07-19","71.35","0.00779346"
"2020-07-18","73.38","0.00800849"
"2020-07-17","72.62","0.00794984"
"2020-07-16","71.97","0.00788152"
"2020-07-15","71.21","0.00772223"
"2020-07-14","70.83","0.00768248"
"2020-07-13","72.58","0.00782255"
"2020-07-12","76.01","0.00821674"
"2020-07-11","76.69","0.00830064"
"2020-07-10","77.16","0.00838729"
"2020-07-09","78.16","0.00837787"
"2020-07-08","77.82","0.00832731"
"2020-07-07","76.54","0.00825802"
"2020-07-06","75.62","0.00820896"
"2020-07-05","74.27","0.00819310"
"2020-07-04","75.46","0.00830009"
"2020-07-03","76.55","0.00841825"
"2020-07-02","77.08","0.00840888"
"2020-07-01","77.38","0.00841918"
"2020-06-30","75.72","0.00827548"
"2020-06-29","74.55","0.00817809"
"2020-06-28","73.82","0.00815238"
"2020-06-27","74.70","0.00820248"
"2020-06-26","76.17","0.00829678"
"2020-06-25","76.89","0.00832864"
"2020-06-24","78.82","0.00834810"
"2020-06-23","80.25","0.00832580"
"2020-06-22","77.87","0.00821358"
"2020-06-21","76.74","0.00820857"
"2020-06-20","77.42","0.00832340"
"2020-06-19","78.81","0.00845050"
"2020-06-18","78.76","0.00837330"
"2020-06-17","79.61","0.00843116"
"2020-06-16","87.61","0.00922838"
"2020-06-15","86.51","0.00935745"
"2020-06-14","87.71","0.00932550"
"2020-06-13","88.36","0.00937209"
"2020-06-12","88.85","0.00943993"
"2020-06-11","91.77","0.00951586"
"2020-06-10","92.60","0.00946046"
"2020-06-09","92.31","0.00950396"
"2020-06-08","92.15","0.00947626"
"2020-06-07","90.23","0.00937895"
"2020-06-06","91.50","0.00949582"
"2020-06-05","94.21","0.00967076"
"2020-06-04","91.04","0.00938325"
"2020-06-03","88.08","0.00922186"
"2020-06-02","90.51","0.00916252"
"2020-06-01","85.94","0.00896615"
"2020-05-31","84.45","0.00884389"
"2020-05-30","86.59","0.00910874"
"2020-05-29","87.20","0.00922345"
"2020-05-28","84.58","0.00907522"
"2020-05-27","82.24","0.00911121"
"2020-05-26","82.04","0.00925943"
"2020-05-25","81.23","0.00921002"
"2020-05-24","85.01","0.00931643"
"2020-05-23","91.90","0.00998105"
"2020-05-22","94.40","0.01034494"
"2020-05-21","96.72","0.01042223"
"2020-05-20","100.59","0.01040153"
"2020-05-19","93.00","0.00961628"
"2020-05-18","88.65","0.00912042"
"2020-05-17","85.41","0.00887391"
"2020-05-16","86.40","0.00918817"
"2020-05-15","89.77","0.00942593"
"2020-05-14","87.09","0.00909259"
"2020-05-13","80.03","0.00884684"
"2020-05-12","76.36","0.00870235"
"2020-05-11","127.20","0.01459356"
"2020-05-10","140.86","0.01621197"
"2020-05-09","161.22","0.01657146"
"2020-05-08","163.25","0.01644749"
"2020-05-07","154.36","0.01626388"
"2020-05-06","147.98","0.01615194"
"2020-05-05","144.77","0.01621092"
"2020-05-04","142.40","0.01623251"
"2020-05-03","145.71","0.01622431"
"2020-05-02","146.37","0.01649365"
"2020-05-01","147.75","0.01682139"
"2020-04-30","146.33","0.01645448"
"2020-04-29","132.19","0.01603142"
"2020-04-28","123.68","0.01599978"
"2020-04-27","123.17","0.01596496"
"2020-04-26","121.43","0.01597432"
"2020-04-25","121.25","0.01607230"
"2020-04-24","121.16","0.01610974"
"2020-04-23","117.20","0.01606605"
"2020-04-22","111.61","0.01594297"
"2020-04-21","112.30","0.01635123"
"2020-04-20","121.62","0.01724004"
"2020-04-19","123.65","0.01724227"
"2020-04-18","123.89","0.01731273"
"2020-04-17","122.71","0.01734653"
"2020-04-16","119.75","0.01732416"
"2020-04-15","117.70","0.01730427"
"2020-04-14","118.59","0.01722646"
"2020-04-13","116.25","0.01721810"
"2020-04-12","119.50","0.01719965"
"2020-04-11","118.40","0.01723005"
"2020-04-10","120.53","0.01727687"
"2020-04-09","126.42","0.01730513"
"2020-04-08","129.02","0.01766602"
"2020-04-07","133.93","0.01830044"
"2020-04-06","129.22","0.01822515"
"2020-04-05","123.72","0.01820048"
"2020-04-04","124.00","0.01830574"
"2020-04-03","124.90","0.01832686"
"2020-04-02","123.20","0.01831710"
